,created_date,tweets,sentiment
288,2019-04-28,@ EconomPic Amazing time watching NBA - much absurd talent,Positive
289,2019-04-28,watched forty three times .,Neutral
290,2019-04-28,"Oh man new material flames ! heard working out Cellar , never pictured how…",Positive
291,2019-04-28,Whichever candidate still alive 2020 President . ’ fair .,Positive
292,2019-04-28,"Also , closeup “ face ” end might little gratuitous .",Negative
293,2019-04-28,thing lowers hands end recalibrate shooting . ’ terrifying part . Otherwis…,Negative
294,2019-04-28,"Robots taking good jobs , like @ Dame_Lillard",Positive
295,2019-04-28,@ S_Josephs_Ghost,Neutral
296,2019-04-28,Love guys . series . Reporters want Lou Williams Patrick Beverly answer able sto…,Positive
297,2019-04-27,@ lmechegaray Rite ?,Neutral
298,2019-04-27,way stfu,Neutral
299,2019-04-27,Wu-Tang + NYSE Forever,Neutral
300,2019-04-27,@ IchHeisseMikey,Neutral
301,2019-04-27,Jay-Z last night # BSides2 : gentrify hood come,Neutral
302,2019-04-27,Week TRB,Neutral
303,2019-04-27,’ # AvengersEndame periscope ?,Neutral
304,2019-04-27,@ williej79 Got,Neutral
305,2019-04-27,"week TRB - fave posts , great weekend !",Positive
306,2019-04-27,@ SuperMugatu `` blew support '' would made 10/10 twete . Still 9,Neutral
307,2019-04-27,"seems already enough cash , brad awareness among potential investors , main thi…",Positive
308,2019-04-27,@ Contangofan @ matt_levine great thx,Positive
309,2019-04-27,best thing ’ read pros cons direct listing vs IPO ? Links please,Positive
310,2019-04-27,Forte insane .,Negative
311,2019-04-27,@ sspencer_smb literally talking wall . viewers sitting chanting “ Whitewater ” ’ speaking .,Neutral
312,2019-04-27,@ stochasms @ alloldideas Imagine graph showing family dropping out TOP FOUR HUNDRED representing idea…,Positive
313,2019-04-27,@ stochasms @ alloldideas Show many become poor . links . books .,Positive
314,2019-04-27,@ BrettArends Carl Bernstein Yoda .,Neutral
315,2019-04-27,@ I3Moore Literal LOL,Positive
316,2019-04-27,funniest followers twitter . guys kill ! thread man,Neutral
317,2019-04-27,like Darth Vader turns Emperor Palpatine . Luke US Constitution . George Conway Han Solo . I…,Neutral
318,2019-04-27,@ alloldideas hard become unwealthy modern America . one main reasons social mobility issue glaring .,Positive
319,2019-04-27,@ InvestorMike anyonesuggest owning dunasty necessary ?,Neutral
320,2019-04-27,@ WaynesDunn telling ? ? created system ? Personally ? GTFO,Neutral
321,2019-04-27,@ seankrice . literally owning stocks property . earth saying .,Neutral
322,2019-04-27,yoga pose ?,Neutral
323,2019-04-26,Clips Today ’ Halftime Report,Neutral
324,2019-04-26,"@ MTight29 yeah , ’ necessary comment .",Neutral
325,2019-04-26,"@ SCLANY ummm , Google employees ? Microsoft ? Apple ? Amazon ?",Neutral
326,2019-04-26,"stocks property . answer . saying good bad , way .",Positive
327,2019-04-26,"@ RadicalAdem good writing , keep up",Positive
328,2019-04-26,Chinese stocks terrible week . Lots people pointing “ US Dollar shortage ” story - mainland Chinese c…,Negative
329,2019-04-26,Yo ⁦ @ THEKIDMERO⁩ ⁦ @ desusnice⁩ ⁦ @ BillSimmons⁩ talking # Knicks ’ dying,Neutral
330,2019-04-26,@ TJR n't know anything lol,Positive
331,2019-04-26,@ courtranstrom,Neutral
332,2019-04-26,'m sure feel particular piece fan art ...,Positive
333,2019-04-26,@ alexandrascaggs 'm even Quaker,Neutral
334,2019-04-26,RT @ MikeBeauvais : Unbelievable . Thank Laura Ingraham Fox News exposing Democrats ' latest dirty trick .,Negative
335,2019-04-26,"America owes place world prosperity gospel , nothing ashamed .",Neutral
336,2019-04-26,@ JayWoods3 ?,Neutral
337,2019-04-26,@ AnshulMjn @ HalftimeReport @ MelissaLeeCNBC thanks anshul !,Positive
338,2019-04-26,"'m @ HalftimeReport today minute , let 's fun . @ MelissaLeeCNBC hosts - discuss ?",Positive
339,2019-04-26,Turn up sound cuz,Positive
340,2019-04-26,Processing 3.2 % GDP growth calls rate cut,Neutral
341,2019-04-26,@ teroterotero jokes . ’ New York .,Positive
342,2019-04-26,Tesla better short lower prices,Positive
343,2019-04-26,god . ’ like virtue signaling olympics .,Neutral
344,2019-04-26,waiting darts @ allstarcharts : ) cc : @ michaelbatnick getting,Positive
345,2019-04-26,"@ DarrylVentura @ bethanymac12 might Barry ’ show , forgot",Neutral
346,2019-04-26,"moment Waterloo celebrity market timers 70 's - old ranges broken , their…",Negative
347,2019-04-26,RT @ politiCOHEN_ : “ already told go one store choose ”,Neutral
348,2019-04-26,"@ M_C_Klein forecast n't account world 's largest monetary authorities might , maybe n't bother making one .",Neutral
349,2019-04-26,"Umm , actually , right every time , n't meddling central bank kids .",Positive
350,2019-04-26,@ hmeisler know .,Neutral
351,2019-04-26,"head examined posting , goes ... $ TSLA better short lower prices…",Positive
352,2019-04-26,@ crisskimball Lol !,Positive
353,2019-04-26,@ jmackin2 sounds illegal,Negative
354,2019-04-26,@ jmackin2 time machine,Neutral
355,2019-04-26,PayPal invest $ 500 million Uber - ’ private placement new shares IPO price . PayPal ’ …,Positive
356,2019-04-26,@ lopezlinette Yessss,Neutral
357,2019-04-26,Amazon spending $ 800 million develop standard one-day shipping Prime users . Phase two phone tra…,Neutral
358,2019-04-26,*my* Infinity Stones,Neutral
359,2019-04-26,,Neutral
360,2019-04-26,Everyone : Instagram :,Neutral
361,2019-04-26,RT @ _beezneez : Daniel Jones looks like actor 'd cast play Eli Manning movie Peyton Manning 's life . @ Giants # NFLDraft…,Neutral
