,created_date,tweets,sentiment
64,2019-05-05,RT @ TheStreet : 40 years business taught @ JimCramer thing two look stocks heading earnings,Neutral
65,2019-05-05,critics know one knocks ...,Neutral
66,2019-05-05,pure joy ! ! ! @ BarSanMiguelBK many nice patrons ! !,Positive
67,2019-05-04,Always fun @ BarSanMiguelBK,Positive
68,2019-05-04,Glad @ MadMoneyOnCNBC working !,Positive
69,2019-05-04,"Yep , trying raise little cash trade deal underwriters botch Uber ...",Negative
70,2019-05-04,RT @ TheStreet : “ Whether $ BNSF sacrifice volume service improved operating ratio remain seen . Buffett…,Neutral
71,2019-05-04,much complacency ?,Positive
72,2019-05-04,RT @ TheStreet : Miss Buffett say $ WFC ?,Neutral
73,2019-05-04,"RT @ TheStreet : Even old age , Berkshire Hathaway chairman CEO Warren Buffett willing learn others . ⁦ @ KevinCurranRM⁩ takes…",Positive
74,2019-05-04,RT @ TheStreet : little reading @ KevinCurranRM Berkshire breaks lunch,Negative
75,2019-05-04,RT @ TheStreet : . @ JimCramer 's,Neutral
76,2019-05-04,Remember turn JDSU JDS- Uniphase saying went ; Sell Us n't Sue us . call t…,Neutral
77,2019-05-04,think unfair . outright bullish ages . said over over get m…,Negative
78,2019-05-04,someone created one larger subscription based entities without much way resources tel…,Positive
79,2019-05-04,"Wow , day recognition . grateful ... big club call coming up thursday . trial -o…",Positive
80,2019-05-04,"RT @ AdamPlotkin : @ Maxs4152 @ Sarge986 @ bm6894 @ TheStreet @ jimcramer @ renegadestyle @ LaurieInMadison @ marKatRoss Thomas , subscribe Actio…",Neutral
81,2019-05-04,Total agreement ever since recruited fold .,Neutral
82,2019-05-04,RT @ BeckyQuick : Buffett : “ would hesitate one second get 737 Max day ’ recertified . ” # BRK2019,Neutral
83,2019-05-04,,Neutral
84,2019-05-04,RT @ TheStreet : know 's right moment buy popular stock ? # AskCramer :,Positive
85,2019-05-03,"RT @ carlquintanilla : Reflecting $ BYND , @ jimcramer suggests : `` mom pops start thinking , 'It 's easy money . 'm gon na call…",Positive
86,2019-05-03,"RT @ TheStreet : things get 'frothy , ' 's time portfolio trimming . Check out moves @ JimCramer Action Alerts Plu…",Positive
87,2019-05-03,"Nah , guy confused Molycorp Stark Industries",Negative
88,2019-05-03,wowza ! thank,Neutral
89,2019-05-03,RT @ TheStreet : time Google $ GOOGL break out Search Youtube revenue ? @ EricJhonsa breaks down :,Negative
90,2019-05-03,smart,Positive
91,2019-05-03,sold bonds years Goldman actually know selling bonds Goldman ... Let 's stay focused re…,Neutral
92,2019-05-03,RT @ TheStreet : Happy ( almost ) Cinco De Mayo ! Constellation Brands $ STZ CEO Bill Newlands @ TonyTheStreet talked beer business a…,Positive
93,2019-05-03,RT @ TheStreet : Beyond Meat give investors indigestion ? @ JimCramer gives advice $ BYND :,Neutral
94,2019-05-03,RT @ TheStreet : tell ’ time lighten up stocks portfolio…even ones like ? @ JimCramer is…,Neutral
95,2019-05-03,RT @ realmoney : Elon Musk helping fund Tesla 's $ TSLA needs borrowing $ 1.6 billion 2 % form convertible bond offered b…,Neutral
96,2019-05-03,'s like lie impunity ? never Molycorp site google Molycorp wil…,Neutral
97,2019-05-03,"RT @ TheStreet : Yes , @ JimCramer loves $ AMZN stock . mean 's time buy ? necessarily :",Negative
98,2019-05-03,"RT @ Genpact : CEO @ tyagarajan talks earnings , # AI motorsport , tonight 6pm ET @ MadMoneyOnCNBC @ jimcramer . Tune ! …",Neutral
99,2019-05-03,RT @ Zuora : @ CaterpillarInc exactly like # SaaS business ? @ tientzuo breaks down @ jimcramer,Positive
100,2019-05-03,RT @ TheStreet : Headed see Oracle ? @ KevinCurranRM breaks down expect Warren Buffett Berkshire 's big meeting week…,Negative
101,2019-05-03,RT @ TheStreet : Tesla 's blueprint success sit China ? @ JimCramer breaks down $ TSLA 's move raise capital :,Positive
102,2019-05-03,RT @ TheStreet : @ marKatRoss buying discounted TV Walmart say economy ? @ JimCramer talks jobs number :,Neutral
103,2019-05-03,RT @ DougKass : way Warren Buffett deviating value approach purchase $ AMZN . Buffett/Berkshire making sta…,Neutral
104,2019-05-03,much obliged ...,Positive
105,2019-05-03,"Speculators buying Apache , Concho EOG thinking could getting Chevron bid . cheap get play ...",Positive
106,2019-05-03,RT @ TheStreet : $ AAPL mastered blueprint success ?,Positive
